Middle layer Super Output Areas Code,Middle layer Super Output Areas,Age (101 categories) Code,Age (101 categories),Observation
E02000005,Barking and Dagenham 004,97,Aged 97 years,0
E02000005,Barking and Dagenham 004,98,Aged 98 years,0
E02000005,Barking and Dagenham 004,99,Aged 99 years,0
E02000005,Barking and Dagenham 004,100,Aged 100 years and over,0
E02000007,Barking and Dagenham 006,0,Aged under 1 year,142
E02000007,Barking and Dagenham 006,1,Aged 1 year,160
E02000007,Barking and Dagenham 006,2,Aged 2 years,135
E02000007,Barking and Dagenham 006,3,Aged 3 years,164
E02000007,Barking and Dagenham 006,4,Aged 4 years,148
E02000007,Barking and Dagenham 006,5,Aged 5 years,171
E02000007,Barking and Dagenham 006,6,Aged 6 years,166
E02000007,Barking and Dagenham 006,7,Aged 7 years,156
E02000007,Barking and Dagenham 006,8,Aged 8 years,180
E02000007,Barking and Dagenham 006,9,Aged 9 years,197
E02000007,Barking and Dagenham 006,10,Aged 10 years,182
E02000007,Barking and Dagenham 006,11,Aged 11 years,182
E02000007,Barking and Dagenham 006,12,Aged 12 years,176
E02000007,Barking and Dagenham 006,13,Aged 13 years,194
E02000007,Barking and Dagenham 006,14,Aged 14 years,172
E02000007,Barking and Dagenham 006,15,Aged 15 years,168
E02000007,Barking and Dagenham 006,16,Aged 16 years,160
E02000007,Barking and Dagenham 006,17,Aged 17 years,135
E02000007,Barking and Dagenham 006,18,Aged 18 years,138
E02000007,Barking and Dagenham 006,19,Aged 19 years,96
E02000007,Barking and Dagenham 006,20,Aged 20 years,116
E02000007,Barking and Dagenham 006,21,Aged 21 years,113
E02000007,Barking and Dagenham 006,22,Aged 22 years,114
E02000007,Barking and Dagenham 006,23,Aged 23 years,151
E02000007,Barking and Dagenham 006,24,Aged 24 years,137
E02000007,Barking and Dagenham 006,25,Aged 25 years,124
E02000007,Barking and Dagenham 006,26,Aged 26 years,137
E02000007,Barking and Dagenham 006,27,Aged 27 years,136
E02000007,Barking and Dagenham 006,28,Aged 28 years,158
E02000007,Barking and Dagenham 006,29,Aged 29 years,157
E02000007,Barking and Dagenham 006,30,Aged 30 years,150
E02000007,Barking and Dagenham 006,31,Aged 31 years,152
E02000007,Barking and Dagenham 006,32,Aged 32 years,154
E02000007,Barking and Dagenham 006,33,Aged 33 years,217
E02000007,Barking and Dagenham 006,34,Aged 34 years,141
E02000007,Barking and Dagenham 006,35,Aged 35 years,175
E02000007,Barking and Dagenham 006,36,Aged 36 years,164
E02000007,Barking and Dagenham 006,37,Aged 37 years,133
E02000007,Barking and Dagenham 006,38,Aged 38 years,167
E02000007,Barking and Dagenham 006,39,Aged 39 years,149
E02000007,Barking and Dagenham 006,40,Aged 40 years,161
E02000007,Barking and Dagenham 006,41,Aged 41 years,149
E02000007,Barking and Dagenham 006,42,Aged 42 years,180
E02000007,Barking and Dagenham 006,43,Aged 43 years,137
E02000007,Barking and Dagenham 006,44,Aged 44 years,131
E02000007,Barking and Dagenham 006,45,Aged 45 years,176
E02000007,Barking and Dagenham 006,46,Aged 46 years,129
E02000007,Barking and Dagenham 006,47,Aged 47 years,115
E02000007,Barking and Dagenham 006,48,Aged 48 years,132
E02000007,Barking and Dagenham 006,49,Aged 49 years,113
E02000007,Barking and Dagenham 006,50,Aged 50 years,134
E02000007,Barking and Dagenham 006,51,Aged 51 years,127
E02000007,Barking and Dagenham 006,52,Aged 52 years,114
E02000007,Barking and Dagenham 006,53,Aged 53 years,125
E02000007,Barking and Dagenham 006,54,Aged 54 years,119
E02000007,Barking and Dagenham 006,55,Aged 55 years,133
E02000007,Barking and Dagenham 006,56,Aged 56 years,114
E02000007,Barking and Dagenham 006,57,Aged 57 years,103
E02000007,Barking and Dagenham 006,58,Aged 58 years,111
E02000007,Barking and Dagenham 006,59,Aged 59 years,113
E02000007,Barking and Dagenham 006,60,Aged 60 years,93
E02000007,Barking and Dagenham 006,61,Aged 61 years,72
E02000007,Barking and Dagenham 006,62,Aged 62 years,72
E02000007,Barking and Dagenham 006,63,Aged 63 years,86
E02000007,Barking and Dagenham 006,64,Aged 64 years,79
E02000007,Barking and Dagenham 006,65,Aged 65 years,58
E02000007,Barking and Dagenham 006,66,Aged 66 years,55
E02000007,Barking and Dagenham 006,67,Aged 67 years,74
E02000007,Barking and Dagenham 006,68,Aged 68 years,49
E02000007,Barking and Dagenham 006,69,Aged 69 years,41
E02000007,Barking and Dagenham 006,70,Aged 70 years,58
E02000007,Barking and Dagenham 006,71,Aged 71 years,52
E02000007,Barking and Dagenham 006,72,Aged 72 years,55
E02000007,Barking and Dagenham 006,73,Aged 73 years,62
E02000007,Barking and Dagenham 006,74,Aged 74 years,41
E02000007,Barking and Dagenham 006,75,Aged 75 years,33
E02000007,Barking and Dagenham 006,76,Aged 76 years,28
E02000007,Barking and Dagenham 006,77,Aged 77 years,33
E02000007,Barking and Dagenham 006,78,Aged 78 years,37
E02000007,Barking and Dagenham 006,79,Aged 79 years,27
E02000007,Barking and Dagenham 006,80,Aged 80 years,27
E02000007,Barking and Dagenham 006,81,Aged 81 years,19
E02000007,Barking and Dagenham 006,82,Aged 82 years,29
E02000007,Barking and Dagenham 006,83,Aged 83 years,35
E02000007,Barking and Dagenham 006,84,Aged 84 years,30
E02000007,Barking and Dagenham 006,85,Aged 85 years,29
E02000007,Barking and Dagenham 006,86,Aged 86 years,15
E02000007,Barking and Dagenham 006,87,Aged 87 years,9
E02000007,Barking and Dagenham 006,88,Aged 88 years,15
E02000007,Barking and Dagenham 006,89,Aged 89 years,10
E02000007,Barking and Dagenham 006,90,Aged 90 years,11
E02000007,Barking and Dagenham 006,91,Aged 91 years,9
E02000007,Barking and Dagenham 006,92,Aged 92 years,3
E02000007,Barking and Dagenham 006,93,Aged 93 years,5
E02000007,Barking and Dagenham 006,94,Aged 94 years,6
E02000007,Barking and Dagenham 006,95,Aged 95 years,6
E02000007,Barking and Dagenham 006,96,Aged 96 years,6
E02000007,Barking and Dagenham 006,97,Aged 97 years,2
E02000007,Barking and Dagenham 006,98,Aged 98 years,3
E02000007,Barking and Dagenham 006,99,Aged 99 years,0
E02000007,Barking and Dagenham 006,100,Aged 100 years and over,6
E02000008,Barking and Dagenham 007,0,Aged under 1 year,131
E02000008,Barking and Dagenham 007,1,Aged 1 year,179
E02000008,Barking and Dagenham 007,2,Aged 2 years,183
E02000008,Barking and Dagenham 007,3,Aged 3 years,206
E02000008,Barking and Dagenham 007,4,Aged 4 years,197
E02000008,Barking and Dagenham 007,5,Aged 5 years,208
E02000008,Barking and Dagenham 007,6,Aged 6 years,180
E02000008,Barking and Dagenham 007,7,Aged 7 years,213
E02000008,Barking and Dagenham 007,8,Aged 8 years,240
E02000008,Barking and Dagenham 007,9,Aged 9 years,251
E02000008,Barking and Dagenham 007,10,Aged 10 years,248
E02000008,Barking and Dagenham 007,11,Aged 11 years,237
E02000008,Barking and Dagenham 007,12,Aged 12 years,254
E02000008,Barking and Dagenham 007,13,Aged 13 years,227
E02000008,Barking and Dagenham 007,14,Aged 14 years,249
E02000008,Barking and Dagenham 007,15,Aged 15 years,196
E02000008,Barking and Dagenham 007,16,Aged 16 years,208
E02000008,Barking and Dagenham 007,17,Aged 17 years,174
E02000008,Barking and Dagenham 007,18,Aged 18 years,173
E02000008,Barking and Dagenham 007,19,Aged 19 years,135
E02000008,Barking and Dagenham 007,20,Aged 20 years,132
E02000008,Barking and Dagenham 007,21,Aged 21 years,127
E02000008,Barking and Dagenham 007,22,Aged 22 years,152
E02000008,Barking and Dagenham 007,23,Aged 23 years,163
E02000008,Barking and Dagenham 007,24,Aged 24 years,146
E02000008,Barking and Dagenham 007,25,Aged 25 years,178
E02000008,Barking and Dagenham 007,26,Aged 26 years,133
E02000008,Barking and Dagenham 007,27,Aged 27 years,137
E02000008,Barking and Dagenham 007,28,Aged 28 years,183
E02000008,Barking and Dagenham 007,29,Aged 29 years,156
E02000008,Barking and Dagenham 007,30,Aged 30 years,171
E02000008,Barking and Dagenham 007,31,Aged 31 years,196
E02000008,Barking and Dagenham 007,32,Aged 32 years,186
E02000008,Barking and Dagenham 007,33,Aged 33 years,222
E02000008,Barking and Dagenham 007,34,Aged 34 years,191
E02000008,Barking and Dagenham 007,35,Aged 35 years,229
E02000008,Barking and Dagenham 007,36,Aged 36 years,228
E02000008,Barking and Dagenham 007,37,Aged 37 years,189
E02000008,Barking and Dagenham 007,38,Aged 38 years,264
E02000008,Barking and Dagenham 007,39,Aged 39 years,216
E02000008,Barking and Dagenham 007,40,Aged 40 years,213
E02000008,Barking and Dagenham 007,41,Aged 41 years,203
E02000008,Barking and Dagenham 007,42,Aged 42 years,196
E02000008,Barking and Dagenham 007,43,Aged 43 years,206
E02000008,Barking and Dagenham 007,44,Aged 44 years,211
E02000008,Barking and Dagenham 007,45,Aged 45 years,198
E02000008,Barking and Dagenham 007,46,Aged 46 years,180
E02000008,Barking and Dagenham 007,47,Aged 47 years,188
E02000008,Barking and Dagenham 007,48,Aged 48 years,181
E02000008,Barking and Dagenham 007,49,Aged 49 years,241
E02000008,Barking and Dagenham 007,50,Aged 50 years,195
E02000008,Barking and Dagenham 007,51,Aged 51 years,178
E02000008,Barking and Dagenham 007,52,Aged 52 years,184
E02000008,Barking and Dagenham 007,53,Aged 53 years,171
E02000008,Barking and Dagenham 007,54,Aged 54 years,195
E02000008,Barking and Dagenham 007,55,Aged 55 years,182
E02000008,Barking and Dagenham 007,56,Aged 56 years,159
E02000008,Barking and Dagenham 007,57,Aged 57 years,147
E02000008,Barking and Dagenham 007,58,Aged 58 years,202
E02000008,Barking and Dagenham 007,59,Aged 59 years,146
E02000008,Barking and Dagenham 007,60,Aged 60 years,116
E02000008,Barking and Dagenham 007,61,Aged 61 years,109
E02000008,Barking and Dagenham 007,62,Aged 62 years,124
E02000008,Barking and Dagenham 007,63,Aged 63 years,99
E02000008,Barking and Dagenham 007,64,Aged 64 years,124
E02000008,Barking and Dagenham 007,65,Aged 65 years,104
E02000008,Barking and Dagenham 007,66,Aged 66 years,79
E02000008,Barking and Dagenham 007,67,Aged 67 years,78
E02000008,Barking and Dagenham 007,68,Aged 68 years,79
E02000008,Barking and Dagenham 007,69,Aged 69 years,62
E02000008,Barking and Dagenham 007,70,Aged 70 years,55
E02000008,Barking and Dagenham 007,71,Aged 71 years,57
E02000008,Barking and Dagenham 007,72,Aged 72 years,68
E02000008,Barking and Dagenham 007,73,Aged 73 years,65
E02000008,Barking and Dagenham 007,74,Aged 74 years,64
E02000008,Barking and Dagenham 007,75,Aged 75 years,50
E02000008,Barking and Dagenham 007,76,Aged 76 years,45
E02000008,Barking and Dagenham 007,77,Aged 77 years,40
E02000008,Barking and Dagenham 007,78,Aged 78 years,35
E02000008,Barking and Dagenham 007,79,Aged 79 years,32
E02000008,Barking and Dagenham 007,80,Aged 80 years,28
E02000008,Barking and Dagenham 007,81,Aged 81 years,40
E02000008,Barking and Dagenham 007,82,Aged 82 years,41
E02000008,Barking and Dagenham 007,83,Aged 83 years,24
E02000008,Barking and Dagenham 007,84,Aged 84 years,25
E02000008,Barking and Dagenham 007,85,Aged 85 years,20
E02000008,Barking and Dagenham 007,86,Aged 86 years,24
E02000008,Barking and Dagenham 007,87,Aged 87 years,18
E02000008,Barking and Dagenham 007,88,Aged 88 years,12
E02000008,Barking and Dagenham 007,89,Aged 89 years,12
E02000008,Barking and Dagenham 007,90,Aged 90 years,19
E02000008,Barking and Dagenham 007,91,Aged 91 years,11
E02000008,Barking and Dagenham 007,92,Aged 92 years,5
E02000008,Barking and Dagenham 007,93,Aged 93 years,6
E02000008,Barking and Dagenham 007,94,Aged 94 years,4
E02000008,Barking and Dagenham 007,95,Aged 95 years,1
E02000008,Barking and Dagenham 007,96,Aged 96 years,2
E02000008,Barking and Dagenham 007,97,Aged 97 years,1
E02000008,Barking and Dagenham 007,98,Aged 98 years,1
E02000008,Barking and Dagenham 007,99,Aged 99 years,1
E02000008,Barking and Dagenham 007,100,Aged 100 years and over,0
E02000009,Barking and Dagenham 008,0,Aged under 1 year,161
E02000009,Barking and Dagenham 008,1,Aged 1 year,236
E02000009,Barking and Dagenham 008,2,Aged 2 years,189
E02000009,Barking and Dagenham 008,3,Aged 3 years,237
E02000009,Barking and Dagenham 008,4,Aged 4 years,203
E02000009,Barking and Dagenham 008,5,Aged 5 years,236
E02000009,Barking and Dagenham 008,6,Aged 6 years,213
E02000009,Barking and Dagenham 008,7,Aged 7 years,232
E02000009,Barking and Dagenham 008,8,Aged 8 years,245
E02000009,Barking and Dagenham 008,9,Aged 9 years,212
E02000009,Barking and Dagenham 008,10,Aged 10 years,272
E02000009,Barking and Dagenham 008,11,Aged 11 years,225
E02000009,Barking and Dagenham 008,12,Aged 12 years,188
E02000009,Barking and Dagenham 008,13,Aged 13 years,220
E02000009,Barking and Dagenham 008,14,Aged 14 years,226
E02000009,Barking and Dagenham 008,15,Aged 15 years,214
E02000009,Barking and Dagenham 008,16,Aged 16 years,208
E02000009,Barking and Dagenham 008,17,Aged 17 years,169
E02000009,Barking and Dagenham 008,18,Aged 18 years,198
E02000009,Barking and Dagenham 008,19,Aged 19 years,178
E02000009,Barking and Dagenham 008,20,Aged 20 years,172
E02000009,Barking and Dagenham 008,21,Aged 21 years,137
E02000009,Barking and Dagenham 008,22,Aged 22 years,150
E02000009,Barking and Dagenham 008,23,Aged 23 years,184
E02000009,Barking and Dagenham 008,24,Aged 24 years,207
E02000009,Barking and Dagenham 008,25,Aged 25 years,158
E02000009,Barking and Dagenham 008,26,Aged 26 years,152
E02000009,Barking and Dagenham 008,27,Aged 27 years,198
E02000009,Barking and Dagenham 008,28,Aged 28 years,162
E02000009,Barking and Dagenham 008,29,Aged 29 years,214
E02000009,Barking and Dagenham 008,30,Aged 30 years,173
E02000009,Barking and Dagenham 008,31,Aged 31 years,209
E02000009,Barking and Dagenham 008,32,Aged 32 years,237
E02000009,Barking and Dagenham 008,33,Aged 33 years,217
E02000009,Barking and Dagenham 008,34,Aged 34 years,222
E02000009,Barking and Dagenham 008,35,Aged 35 years,208
E02000009,Barking and Dagenham 008,36,Aged 36 years,214
E02000009,Barking and Dagenham 008,37,Aged 37 years,207
E02000009,Barking and Dagenham 008,38,Aged 38 years,253
E02000009,Barking and Dagenham 008,39,Aged 39 years,219
E02000009,Barking and Dagenham 008,40,Aged 40 years,204
E02000009,Barking and Dagenham 008,41,Aged 41 years,199
E02000009,Barking and Dagenham 008,42,Aged 42 years,220
E02000009,Barking and Dagenham 008,43,Aged 43 years,174
E02000009,Barking and Dagenham 008,44,Aged 44 years,188
E02000009,Barking and Dagenham 008,45,Aged 45 years,200
E02000009,Barking and Dagenham 008,46,Aged 46 years,159
E02000009,Barking and Dagenham 008,47,Aged 47 years,200
E02000009,Barking and Dagenham 008,48,Aged 48 years,164
E02000009,Barking and Dagenham 008,49,Aged 49 years,178
E02000009,Barking and Dagenham 008,50,Aged 50 years,204
E02000009,Barking and Dagenham 008,51,Aged 51 years,161
E02000009,Barking and Dagenham 008,52,Aged 52 years,161
E02000009,Barking and Dagenham 008,53,Aged 53 years,145
E02000009,Barking and Dagenham 008,54,Aged 54 years,113
E02000009,Barking and Dagenham 008,55,Aged 55 years,175
E02000009,Barking and Dagenham 008,56,Aged 56 years,141
E02000009,Barking and Dagenham 008,57,Aged 57 years,107
E02000009,Barking and Dagenham 008,58,Aged 58 years,159
E02000009,Barking and Dagenham 008,59,Aged 59 years,131
E02000009,Barking and Dagenham 008,60,Aged 60 years,91
E02000009,Barking and Dagenham 008,61,Aged 61 years,88
E02000009,Barking and Dagenham 008,62,Aged 62 years,82
E02000009,Barking and Dagenham 008,63,Aged 63 years,87
E02000009,Barking and Dagenham 008,64,Aged 64 years,72
E02000009,Barking and Dagenham 008,65,Aged 65 years,64
E02000009,Barking and Dagenham 008,66,Aged 66 years,108
E02000009,Barking and Dagenham 008,67,Aged 67 years,63
E02000009,Barking and Dagenham 008,68,Aged 68 years,50
E02000009,Barking and Dagenham 008,69,Aged 69 years,43
E02000009,Barking and Dagenham 008,70,Aged 70 years,47
E02000009,Barking and Dagenham 008,71,Aged 71 years,45
E02000009,Barking and Dagenham 008,72,Aged 72 years,40
E02000009,Barking and Dagenham 008,73,Aged 73 years,33
E02000009,Barking and Dagenham 008,74,Aged 74 years,41
E02000009,Barking and Dagenham 008,75,Aged 75 years,35
E02000009,Barking and Dagenham 008,76,Aged 76 years,24
E02000009,Barking and Dagenham 008,77,Aged 77 years,19
E02000009,Barking and Dagenham 008,78,Aged 78 years,32
E02000009,Barking and Dagenham 008,79,Aged 79 years,18
E02000009,Barking and Dagenham 008,80,Aged 80 years,17
E02000009,Barking and Dagenham 008,81,Aged 81 years,23
E02000009,Barking and Dagenham 008,82,Aged 82 years,22
E02000009,Barking and Dagenham 008,83,Aged 83 years,13
E02000009,Barking and Dagenham 008,84,Aged 84 years,22
E02000009,Barking and Dagenham 008,85,Aged 85 years,32
E02000009,Barking and Dagenham 008,86,Aged 86 years,22
E02000009,Barking and Dagenham 008,87,Aged 87 years,23
E02000009,Barking and Dagenham 008,88,Aged 88 years,29
E02000009,Barking and Dagenham 008,89,Aged 89 years,11
E02000009,Barking and Dagenham 008,90,Aged 90 years,8
E02000009,Barking and Dagenham 008,91,Aged 91 years,9
E02000009,Barking and Dagenham 008,92,Aged 92 years,2
E02000009,Barking and Dagenham 008,93,Aged 93 years,2
E02000009,Barking and Dagenham 008,94,Aged 94 years,3
E02000009,Barking and Dagenham 008,95,Aged 95 years,2
E02000009,Barking and Dagenham 008,96,Aged 96 years,1
E02000009,Barking and Dagenham 008,97,Aged 97 years,2
E02000009,Barking and Dagenham 008,98,Aged 98 years,0
E02000009,Barking and Dagenham 008,99,Aged 99 years,2
E02000009,Barking and Dagenham 008,100,Aged 100 years and over,0
E02000010,Barking and Dagenham 009,0,Aged under 1 year,120
E02000010,Barking and Dagenham 009,1,Aged 1 year,119
E02000010,Barking and Dagenham 009,2,Aged 2 years,146
E02000010,Barking and Dagenham 009,3,Aged 3 years,136
E02000010,Barking and Dagenham 009,4,Aged 4 years,163
E02000010,Barking and Dagenham 009,5,Aged 5 years,145
E02000010,Barking and Dagenham 009,6,Aged 6 years,146
E02000010,Barking and Dagenham 009,7,Aged 7 years,149
E02000010,Barking and Dagenham 009,8,Aged 8 years,159
E02000010,Barking and Dagenham 009,9,Aged 9 years,182
E02000010,Barking and Dagenham 009,10,Aged 10 years,149
E02000010,Barking and Dagenham 009,11,Aged 11 years,152
E02000010,Barking and Dagenham 009,12,Aged 12 years,157
E02000010,Barking and Dagenham 009,13,Aged 13 years,168
