Middle layer Super Output Areas Code,Middle layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E02006955,Brent 035,17,White: Other White,1451
E02006955,Brent 035,18,Other ethnic group: Arab,320
E02006955,Brent 035,19,Other ethnic group: Any other ethnic group,322
E02006956,Brent 036,-8,Does not apply,0
E02006956,Brent 036,1,"Asian, Asian British or Asian Welsh: Bangladeshi",122
E02006956,Brent 036,2,"Asian, Asian British or Asian Welsh: Chinese",183
E02006956,Brent 036,3,"Asian, Asian British or Asian Welsh: Indian",2412
E02006956,Brent 036,4,"Asian, Asian British or Asian Welsh: Pakistani",508
E02006956,Brent 036,5,"Asian, Asian British or Asian Welsh: Other Asian",448
E02006956,Brent 036,6,"Black, Black British, Black Welsh, Caribbean or African: African",707
E02006956,Brent 036,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",801
E02006956,Brent 036,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",182
E02006956,Brent 036,9,Mixed or Multiple ethnic groups: White and Asian,85
E02006956,Brent 036,10,Mixed or Multiple ethnic groups: White and Black African,59
E02006956,Brent 036,11,Mixed or Multiple ethnic groups: White and Black Caribbean,78
E02006956,Brent 036,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,99
E02006956,Brent 036,13,"White: English, Welsh, Scottish, Northern Irish or British",985
E02006956,Brent 036,14,White: Irish,144
E02006956,Brent 036,15,White: Gypsy or Irish Traveller,15
E02006956,Brent 036,16,White: Roma,48
E02006956,Brent 036,17,White: Other White,1312
E02006956,Brent 036,18,Other ethnic group: Arab,315
E02006956,Brent 036,19,Other ethnic group: Any other ethnic group,326
E02006968,Ealing 041,-8,Does not apply,0
E02006968,Ealing 041,1,"Asian, Asian British or Asian Welsh: Bangladeshi",69
E02006968,Ealing 041,2,"Asian, Asian British or Asian Welsh: Chinese",212
E02006968,Ealing 041,3,"Asian, Asian British or Asian Welsh: Indian",634
E02006968,Ealing 041,4,"Asian, Asian British or Asian Welsh: Pakistani",178
E02006968,Ealing 041,5,"Asian, Asian British or Asian Welsh: Other Asian",854
E02006968,Ealing 041,6,"Black, Black British, Black Welsh, Caribbean or African: African",266
E02006968,Ealing 041,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",106
E02006968,Ealing 041,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",31
E02006968,Ealing 041,9,Mixed or Multiple ethnic groups: White and Asian,220
E02006968,Ealing 041,10,Mixed or Multiple ethnic groups: White and Black African,72
E02006968,Ealing 041,11,Mixed or Multiple ethnic groups: White and Black Caribbean,65
E02006968,Ealing 041,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,213
E02006968,Ealing 041,13,"White: English, Welsh, Scottish, Northern Irish or British",2465
E02006968,Ealing 041,14,White: Irish,203
E02006968,Ealing 041,15,White: Gypsy or Irish Traveller,2
E02006968,Ealing 041,16,White: Roma,52
E02006968,Ealing 041,17,White: Other White,1614
E02006968,Ealing 041,18,Other ethnic group: Arab,577
E02006968,Ealing 041,19,Other ethnic group: Any other ethnic group,519
E02006969,Ealing 042,-8,Does not apply,0
E02006969,Ealing 042,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E02006969,Ealing 042,2,"Asian, Asian British or Asian Welsh: Chinese",210
E02006969,Ealing 042,3,"Asian, Asian British or Asian Welsh: Indian",394
E02006969,Ealing 042,4,"Asian, Asian British or Asian Welsh: Pakistani",66
E02006969,Ealing 042,5,"Asian, Asian British or Asian Welsh: Other Asian",711
E02006969,Ealing 042,6,"Black, Black British, Black Welsh, Caribbean or African: African",194
E02006969,Ealing 042,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",111
E02006969,Ealing 042,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",40
E02006969,Ealing 042,9,Mixed or Multiple ethnic groups: White and Asian,126
E02006969,Ealing 042,10,Mixed or Multiple ethnic groups: White and Black African,26
E02006969,Ealing 042,11,Mixed or Multiple ethnic groups: White and Black Caribbean,58
E02006969,Ealing 042,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,124
E02006969,Ealing 042,13,"White: English, Welsh, Scottish, Northern Irish or British",1845
E02006969,Ealing 042,14,White: Irish,173
E02006969,Ealing 042,15,White: Gypsy or Irish Traveller,2
E02006969,Ealing 042,16,White: Roma,44
E02006969,Ealing 042,17,White: Other White,1776
E02006969,Ealing 042,18,Other ethnic group: Arab,182
E02006969,Ealing 042,19,Other ethnic group: Any other ethnic group,327
E02006970,Ealing 043,-8,Does not apply,0
E02006970,Ealing 043,1,"Asian, Asian British or Asian Welsh: Bangladeshi",237
E02006970,Ealing 043,2,"Asian, Asian British or Asian Welsh: Chinese",11
E02006970,Ealing 043,3,"Asian, Asian British or Asian Welsh: Indian",3837
E02006970,Ealing 043,4,"Asian, Asian British or Asian Welsh: Pakistani",710
E02006970,Ealing 043,5,"Asian, Asian British or Asian Welsh: Other Asian",667
E02006970,Ealing 043,6,"Black, Black British, Black Welsh, Caribbean or African: African",338
E02006970,Ealing 043,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",146
E02006970,Ealing 043,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",67
E02006970,Ealing 043,9,Mixed or Multiple ethnic groups: White and Asian,48
E02006970,Ealing 043,10,Mixed or Multiple ethnic groups: White and Black African,17
E02006970,Ealing 043,11,Mixed or Multiple ethnic groups: White and Black Caribbean,31
E02006970,Ealing 043,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,55
E02006970,Ealing 043,13,"White: English, Welsh, Scottish, Northern Irish or British",201
E02006970,Ealing 043,14,White: Irish,24
E02006970,Ealing 043,15,White: Gypsy or Irish Traveller,11
E02006970,Ealing 043,16,White: Roma,6
E02006970,Ealing 043,17,White: Other White,206
E02006970,Ealing 043,18,Other ethnic group: Arab,83
E02006970,Ealing 043,19,Other ethnic group: Any other ethnic group,647
E02006971,Ealing 044,-8,Does not apply,0
E02006971,Ealing 044,1,"Asian, Asian British or Asian Welsh: Bangladeshi",112
E02006971,Ealing 044,2,"Asian, Asian British or Asian Welsh: Chinese",5
E02006971,Ealing 044,3,"Asian, Asian British or Asian Welsh: Indian",4374
E02006971,Ealing 044,4,"Asian, Asian British or Asian Welsh: Pakistani",655
E02006971,Ealing 044,5,"Asian, Asian British or Asian Welsh: Other Asian",797
E02006971,Ealing 044,6,"Black, Black British, Black Welsh, Caribbean or African: African",534
E02006971,Ealing 044,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",150
E02006971,Ealing 044,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",50
E02006971,Ealing 044,9,Mixed or Multiple ethnic groups: White and Asian,48
E02006971,Ealing 044,10,Mixed or Multiple ethnic groups: White and Black African,18
E02006971,Ealing 044,11,Mixed or Multiple ethnic groups: White and Black Caribbean,30
E02006971,Ealing 044,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,44
E02006971,Ealing 044,13,"White: English, Welsh, Scottish, Northern Irish or British",221
E02006971,Ealing 044,14,White: Irish,13
E02006971,Ealing 044,15,White: Gypsy or Irish Traveller,0
E02006971,Ealing 044,16,White: Roma,0
E02006971,Ealing 044,17,White: Other White,192
E02006971,Ealing 044,18,Other ethnic group: Arab,65
E02006971,Ealing 044,19,Other ethnic group: Any other ethnic group,986
E02006972,Hounslow 030,-8,Does not apply,0
E02006972,Hounslow 030,1,"Asian, Asian British or Asian Welsh: Bangladeshi",29
E02006972,Hounslow 030,2,"Asian, Asian British or Asian Welsh: Chinese",127
E02006972,Hounslow 030,3,"Asian, Asian British or Asian Welsh: Indian",341
E02006972,Hounslow 030,4,"Asian, Asian British or Asian Welsh: Pakistani",128
E02006972,Hounslow 030,5,"Asian, Asian British or Asian Welsh: Other Asian",330
E02006972,Hounslow 030,6,"Black, Black British, Black Welsh, Caribbean or African: African",475
E02006972,Hounslow 030,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",101
E02006972,Hounslow 030,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",52
E02006972,Hounslow 030,9,Mixed or Multiple ethnic groups: White and Asian,77
E02006972,Hounslow 030,10,Mixed or Multiple ethnic groups: White and Black African,60
E02006972,Hounslow 030,11,Mixed or Multiple ethnic groups: White and Black Caribbean,92
E02006972,Hounslow 030,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,152
E02006972,Hounslow 030,13,"White: English, Welsh, Scottish, Northern Irish or British",1768
E02006972,Hounslow 030,14,White: Irish,118
E02006972,Hounslow 030,15,White: Gypsy or Irish Traveller,7
E02006972,Hounslow 030,16,White: Roma,30
E02006972,Hounslow 030,17,White: Other White,938
E02006972,Hounslow 030,18,Other ethnic group: Arab,199
E02006972,Hounslow 030,19,Other ethnic group: Any other ethnic group,392
E02006973,Hounslow 031,-8,Does not apply,0
E02006973,Hounslow 031,1,"Asian, Asian British or Asian Welsh: Bangladeshi",44
E02006973,Hounslow 031,2,"Asian, Asian British or Asian Welsh: Chinese",132
E02006973,Hounslow 031,3,"Asian, Asian British or Asian Welsh: Indian",505
E02006973,Hounslow 031,4,"Asian, Asian British or Asian Welsh: Pakistani",231
E02006973,Hounslow 031,5,"Asian, Asian British or Asian Welsh: Other Asian",436
E02006973,Hounslow 031,6,"Black, Black British, Black Welsh, Caribbean or African: African",721
E02006973,Hounslow 031,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",168
E02006973,Hounslow 031,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",200
E02006973,Hounslow 031,9,Mixed or Multiple ethnic groups: White and Asian,124
E02006973,Hounslow 031,10,Mixed or Multiple ethnic groups: White and Black African,106
E02006973,Hounslow 031,11,Mixed or Multiple ethnic groups: White and Black Caribbean,165
E02006973,Hounslow 031,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,206
E02006973,Hounslow 031,13,"White: English, Welsh, Scottish, Northern Irish or British",3092
E02006973,Hounslow 031,14,White: Irish,192
E02006973,Hounslow 031,15,White: Gypsy or Irish Traveller,1
E02006973,Hounslow 031,16,White: Roma,36
E02006973,Hounslow 031,17,White: Other White,1406
E02006973,Hounslow 031,18,Other ethnic group: Arab,273
E02006973,Hounslow 031,19,Other ethnic group: Any other ethnic group,455
E02006987,Croydon 046,-8,Does not apply,0
E02006987,Croydon 046,1,"Asian, Asian British or Asian Welsh: Bangladeshi",50
E02006987,Croydon 046,2,"Asian, Asian British or Asian Welsh: Chinese",145
E02006987,Croydon 046,3,"Asian, Asian British or Asian Welsh: Indian",859
E02006987,Croydon 046,4,"Asian, Asian British or Asian Welsh: Pakistani",225
E02006987,Croydon 046,5,"Asian, Asian British or Asian Welsh: Other Asian",268
E02006987,Croydon 046,6,"Black, Black British, Black Welsh, Caribbean or African: African",778
E02006987,Croydon 046,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",479
E02006987,Croydon 046,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",176
E02006987,Croydon 046,9,Mixed or Multiple ethnic groups: White and Asian,82
E02006987,Croydon 046,10,Mixed or Multiple ethnic groups: White and Black African,109
E02006987,Croydon 046,11,Mixed or Multiple ethnic groups: White and Black Caribbean,139
E02006987,Croydon 046,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,194
E02006987,Croydon 046,13,"White: English, Welsh, Scottish, Northern Irish or British",1958
E02006987,Croydon 046,14,White: Irish,94
E02006987,Croydon 046,15,White: Gypsy or Irish Traveller,1
E02006987,Croydon 046,16,White: Roma,39
E02006987,Croydon 046,17,White: Other White,1350
E02006987,Croydon 046,18,Other ethnic group: Arab,79
E02006987,Croydon 046,19,Other ethnic group: Any other ethnic group,349
E02006988,Croydon 047,-8,Does not apply,0
E02006988,Croydon 047,1,"Asian, Asian British or Asian Welsh: Bangladeshi",53
E02006988,Croydon 047,2,"Asian, Asian British or Asian Welsh: Chinese",92
E02006988,Croydon 047,3,"Asian, Asian British or Asian Welsh: Indian",483
E02006988,Croydon 047,4,"Asian, Asian British or Asian Welsh: Pakistani",170
E02006988,Croydon 047,5,"Asian, Asian British or Asian Welsh: Other Asian",299
E02006988,Croydon 047,6,"Black, Black British, Black Welsh, Caribbean or African: African",804
E02006988,Croydon 047,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",501
E02006988,Croydon 047,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",186
E02006988,Croydon 047,9,Mixed or Multiple ethnic groups: White and Asian,128
E02006988,Croydon 047,10,Mixed or Multiple ethnic groups: White and Black African,86
E02006988,Croydon 047,11,Mixed or Multiple ethnic groups: White and Black Caribbean,189
E02006988,Croydon 047,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,207
E02006988,Croydon 047,13,"White: English, Welsh, Scottish, Northern Irish or British",2475
E02006988,Croydon 047,14,White: Irish,90
E02006988,Croydon 047,15,White: Gypsy or Irish Traveller,12
E02006988,Croydon 047,16,White: Roma,47
E02006988,Croydon 047,17,White: Other White,1007
E02006988,Croydon 047,18,Other ethnic group: Arab,51
E02006988,Croydon 047,19,Other ethnic group: Any other ethnic group,281
E02006991,Greenwich 039,-8,Does not apply,0
E02006991,Greenwich 039,1,"Asian, Asian British or Asian Welsh: Bangladeshi",21
E02006991,Greenwich 039,2,"Asian, Asian British or Asian Welsh: Chinese",342
E02006991,Greenwich 039,3,"Asian, Asian British or Asian Welsh: Indian",346
E02006991,Greenwich 039,4,"Asian, Asian British or Asian Welsh: Pakistani",49
E02006991,Greenwich 039,5,"Asian, Asian British or Asian Welsh: Other Asian",240
E02006991,Greenwich 039,6,"Black, Black British, Black Welsh, Caribbean or African: African",688
E02006991,Greenwich 039,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",158
E02006991,Greenwich 039,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",120
E02006991,Greenwich 039,9,Mixed or Multiple ethnic groups: White and Asian,109
E02006991,Greenwich 039,10,Mixed or Multiple ethnic groups: White and Black African,114
E02006991,Greenwich 039,11,Mixed or Multiple ethnic groups: White and Black Caribbean,99
E02006991,Greenwich 039,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,156
E02006991,Greenwich 039,13,"White: English, Welsh, Scottish, Northern Irish or British",2118
E02006991,Greenwich 039,14,White: Irish,108
E02006991,Greenwich 039,15,White: Gypsy or Irish Traveller,1
E02006991,Greenwich 039,16,White: Roma,43
E02006991,Greenwich 039,17,White: Other White,1335
E02006991,Greenwich 039,18,Other ethnic group: Arab,50
E02006991,Greenwich 039,19,Other ethnic group: Any other ethnic group,220
E02006992,Greenwich 040,-8,Does not apply,0
E02006992,Greenwich 040,1,"Asian, Asian British or Asian Welsh: Bangladeshi",76
E02006992,Greenwich 040,2,"Asian, Asian British or Asian Welsh: Chinese",365
E02006992,Greenwich 040,3,"Asian, Asian British or Asian Welsh: Indian",415
E02006992,Greenwich 040,4,"Asian, Asian British or Asian Welsh: Pakistani",62
E02006992,Greenwich 040,5,"Asian, Asian British or Asian Welsh: Other Asian",341
E02006992,Greenwich 040,6,"Black, Black British, Black Welsh, Caribbean or African: African",892
E02006992,Greenwich 040,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",232
E02006992,Greenwich 040,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",147
E02006992,Greenwich 040,9,Mixed or Multiple ethnic groups: White and Asian,114
E02006992,Greenwich 040,10,Mixed or Multiple ethnic groups: White and Black African,96
E02006992,Greenwich 040,11,Mixed or Multiple ethnic groups: White and Black Caribbean,123
E02006992,Greenwich 040,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,226
E02006992,Greenwich 040,13,"White: English, Welsh, Scottish, Northern Irish or British",3053
E02006992,Greenwich 040,14,White: Irish,141
E02006992,Greenwich 040,15,White: Gypsy or Irish Traveller,3
E02006992,Greenwich 040,16,White: Roma,18
E02006992,Greenwich 040,17,White: Other White,1578
E02006992,Greenwich 040,18,Other ethnic group: Arab,88
E02006992,Greenwich 040,19,Other ethnic group: Any other ethnic group,257
E02006993,Greenwich 041,-8,Does not apply,0
E02006993,Greenwich 041,1,"Asian, Asian British or Asian Welsh: Bangladeshi",90
E02006993,Greenwich 041,2,"Asian, Asian British or Asian Welsh: Chinese",509
E02006993,Greenwich 041,3,"Asian, Asian British or Asian Welsh: Indian",584
E02006993,Greenwich 041,4,"Asian, Asian British or Asian Welsh: Pakistani",79
E02006993,Greenwich 041,5,"Asian, Asian British or Asian Welsh: Other Asian",420
E02006993,Greenwich 041,6,"Black, Black British, Black Welsh, Caribbean or African: African",1169
E02006993,Greenwich 041,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",269
E02006993,Greenwich 041,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",135
E02006993,Greenwich 041,9,Mixed or Multiple ethnic groups: White and Asian,142
E02006993,Greenwich 041,10,Mixed or Multiple ethnic groups: White and Black African,132
E02006993,Greenwich 041,11,Mixed or Multiple ethnic groups: White and Black Caribbean,165
E02006993,Greenwich 041,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,200
E02006993,Greenwich 041,13,"White: English, Welsh, Scottish, Northern Irish or British",2288
E02006993,Greenwich 041,14,White: Irish,109
E02006993,Greenwich 041,15,White: Gypsy or Irish Traveller,5
E02006993,Greenwich 041,16,White: Roma,38
E02006993,Greenwich 041,17,White: Other White,1678
E02006993,Greenwich 041,18,Other ethnic group: Arab,79
E02006993,Greenwich 041,19,Other ethnic group: Any other ethnic group,307
E02006994,Greenwich 042,-8,Does not apply,0
E02006994,Greenwich 042,1,"Asian, Asian British or Asian Welsh: Bangladeshi",96
E02006994,Greenwich 042,2,"Asian, Asian British or Asian Welsh: Chinese",218
E02006994,Greenwich 042,3,"Asian, Asian British or Asian Welsh: Indian",281
E02006994,Greenwich 042,4,"Asian, Asian British or Asian Welsh: Pakistani",80
E02006994,Greenwich 042,5,"Asian, Asian British or Asian Welsh: Other Asian",626
E02006994,Greenwich 042,6,"Black, Black British, Black Welsh, Caribbean or African: African",1822
E02006994,Greenwich 042,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",279
E02006994,Greenwich 042,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",264
E02006994,Greenwich 042,9,Mixed or Multiple ethnic groups: White and Asian,67
E02006994,Greenwich 042,10,Mixed or Multiple ethnic groups: White and Black African,137
E02006994,Greenwich 042,11,Mixed or Multiple ethnic groups: White and Black Caribbean,124
E02006994,Greenwich 042,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,146
E02006994,Greenwich 042,13,"White: English, Welsh, Scottish, Northern Irish or British",1864
E02006994,Greenwich 042,14,White: Irish,61
E02006994,Greenwich 042,15,White: Gypsy or Irish Traveller,7
E02006994,Greenwich 042,16,White: Roma,38
E02006994,Greenwich 042,17,White: Other White,1196
E02006994,Greenwich 042,18,Other ethnic group: Arab,65
E02006994,Greenwich 042,19,Other ethnic group: Any other ethnic group,270
E02006995,Newham 038,-8,Does not apply,0
E02006995,Newham 038,1,"Asian, Asian British or Asian Welsh: Bangladeshi",378
E02006995,Newham 038,2,"Asian, Asian British or Asian Welsh: Chinese",665
E02006995,Newham 038,3,"Asian, Asian British or Asian Welsh: Indian",504
E02006995,Newham 038,4,"Asian, Asian British or Asian Welsh: Pakistani",342
E02006995,Newham 038,5,"Asian, Asian British or Asian Welsh: Other Asian",287
E02006995,Newham 038,6,"Black, Black British, Black Welsh, Caribbean or African: African",919
E02006995,Newham 038,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",197
E02006995,Newham 038,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",193
E02006995,Newham 038,9,Mixed or Multiple ethnic groups: White and Asian,152
E02006995,Newham 038,10,Mixed or Multiple ethnic groups: White and Black African,102
E02006995,Newham 038,11,Mixed or Multiple ethnic groups: White and Black Caribbean,105
E02006995,Newham 038,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,201
E02006995,Newham 038,13,"White: English, Welsh, Scottish, Northern Irish or British",2401
E02006995,Newham 038,14,White: Irish,146
E02006995,Newham 038,15,White: Gypsy or Irish Traveller,4
E02006995,Newham 038,16,White: Roma,37
E02006995,Newham 038,17,White: Other White,1499
E02006995,Newham 038,18,Other ethnic group: Arab,196
E02006995,Newham 038,19,Other ethnic group: Any other ethnic group,311
E02006996,Newham 039,-8,Does not apply,0
E02006996,Newham 039,1,"Asian, Asian British or Asian Welsh: Bangladeshi",689
E02006996,Newham 039,2,"Asian, Asian British or Asian Welsh: Chinese",667
E02006996,Newham 039,3,"Asian, Asian British or Asian Welsh: Indian",630
E02006996,Newham 039,4,"Asian, Asian British or Asian Welsh: Pakistani",377
E02006996,Newham 039,5,"Asian, Asian British or Asian Welsh: Other Asian",308
E02006996,Newham 039,6,"Black, Black British, Black Welsh, Caribbean or African: African",899
E02006996,Newham 039,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",333
E02006996,Newham 039,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",176
E02006996,Newham 039,9,Mixed or Multiple ethnic groups: White and Asian,126
E02006996,Newham 039,10,Mixed or Multiple ethnic groups: White and Black African,76
E02006996,Newham 039,11,Mixed or Multiple ethnic groups: White and Black Caribbean,101
E02006996,Newham 039,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,206
E02006996,Newham 039,13,"White: English, Welsh, Scottish, Northern Irish or British",1732
E02006996,Newham 039,14,White: Irish,94
E02006996,Newham 039,15,White: Gypsy or Irish Traveller,4
E02006996,Newham 039,16,White: Roma,78
E02006996,Newham 039,17,White: Other White,1488
E02006996,Newham 039,18,Other ethnic group: Arab,117
E02006996,Newham 039,19,Other ethnic group: Any other ethnic group,322
E02006997,Newham 040,-8,Does not apply,0
E02006997,Newham 040,1,"Asian, Asian British or Asian Welsh: Bangladeshi",481
E02006997,Newham 040,2,"Asian, Asian British or Asian Welsh: Chinese",264
E02006997,Newham 040,3,"Asian, Asian British or Asian Welsh: Indian",457
E02006997,Newham 040,4,"Asian, Asian British or Asian Welsh: Pakistani",215
E02006997,Newham 040,5,"Asian, Asian British or Asian Welsh: Other Asian",225
E02006997,Newham 040,6,"Black, Black British, Black Welsh, Caribbean or African: African",787
E02006997,Newham 040,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",291
E02006997,Newham 040,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",135
E02006997,Newham 040,9,Mixed or Multiple ethnic groups: White and Asian,103
E02006997,Newham 040,10,Mixed or Multiple ethnic groups: White and Black African,69
E02006997,Newham 040,11,Mixed or Multiple ethnic groups: White and Black Caribbean,116
E02006997,Newham 040,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,198
E02006997,Newham 040,13,"White: English, Welsh, Scottish, Northern Irish or British",1613
E02006997,Newham 040,14,White: Irish,103
E02006997,Newham 040,15,White: Gypsy or Irish Traveller,0
E02006997,Newham 040,16,White: Roma,75
E02006997,Newham 040,17,White: Other White,1400
E02006997,Newham 040,18,Other ethnic group: Arab,100
E02006997,Newham 040,19,Other ethnic group: Any other ethnic group,255
E02006998,Newham 041,-8,Does not apply,0
E02006998,Newham 041,1,"Asian, Asian British or Asian Welsh: Bangladeshi",611
E02006998,Newham 041,2,"Asian, Asian British or Asian Welsh: Chinese",101
E02006998,Newham 041,3,"Asian, Asian British or Asian Welsh: Indian",330
E02006998,Newham 041,4,"Asian, Asian British or Asian Welsh: Pakistani",203
E02006998,Newham 041,5,"Asian, Asian British or Asian Welsh: Other Asian",158
E02006998,Newham 041,6,"Black, Black British, Black Welsh, Caribbean or African: African",1652
E02006998,Newham 041,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",269
E02006998,Newham 041,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",244
E02006998,Newham 041,9,Mixed or Multiple ethnic groups: White and Asian,46
E02006998,Newham 041,10,Mixed or Multiple ethnic groups: White and Black African,116
E02006998,Newham 041,11,Mixed or Multiple ethnic groups: White and Black Caribbean,125
E02006998,Newham 041,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,153
E02006998,Newham 041,13,"White: English, Welsh, Scottish, Northern Irish or British",1327
E02006998,Newham 041,14,White: Irish,35
E02006998,Newham 041,15,White: Gypsy or Irish Traveller,7
E02006998,Newham 041,16,White: Roma,61
E02006998,Newham 041,17,White: Other White,1293
E02006998,Newham 041,18,Other ethnic group: Arab,93
E02006998,Newham 041,19,Other ethnic group: Any other ethnic group,264
E02006999,Newham 042,-8,Does not apply,0
E02006999,Newham 042,1,"Asian, Asian British or Asian Welsh: Bangladeshi",515
E02006999,Newham 042,2,"Asian, Asian British or Asian Welsh: Chinese",611
E02006999,Newham 042,3,"Asian, Asian British or Asian Welsh: Indian",1160
E02006999,Newham 042,4,"Asian, Asian British or Asian Welsh: Pakistani",357
E02006999,Newham 042,5,"Asian, Asian British or Asian Welsh: Other Asian",379
E02006999,Newham 042,6,"Black, Black British, Black Welsh, Caribbean or African: African",1514
E02006999,Newham 042,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",314
E02006999,Newham 042,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",202
E02006999,Newham 042,9,Mixed or Multiple ethnic groups: White and Asian,219
E02006999,Newham 042,10,Mixed or Multiple ethnic groups: White and Black African,177
E02006999,Newham 042,11,Mixed or Multiple ethnic groups: White and Black Caribbean,175
E02006999,Newham 042,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,265
E02006999,Newham 042,13,"White: English, Welsh, Scottish, Northern Irish or British",2328
E02006999,Newham 042,14,White: Irish,126
E02006999,Newham 042,15,White: Gypsy or Irish Traveller,6
E02006999,Newham 042,16,White: Roma,56
E02006999,Newham 042,17,White: Other White,2438
E02006999,Newham 042,18,Other ethnic group: Arab,109
E02006999,Newham 042,19,Other ethnic group: Any other ethnic group,297
E02007008,Lewisham 040,-8,Does not apply,0
E02007008,Lewisham 040,1,"Asian, Asian British or Asian Welsh: Bangladeshi",52
E02007008,Lewisham 040,2,"Asian, Asian British or Asian Welsh: Chinese",363
E02007008,Lewisham 040,3,"Asian, Asian British or Asian Welsh: Indian",325
E02007008,Lewisham 040,4,"Asian, Asian British or Asian Welsh: Pakistani",27
E02007008,Lewisham 040,5,"Asian, Asian British or Asian Welsh: Other Asian",299
E02007008,Lewisham 040,6,"Black, Black British, Black Welsh, Caribbean or African: African",703
E02007008,Lewisham 040,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",418
E02007008,Lewisham 040,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",130
E02007008,Lewisham 040,9,Mixed or Multiple ethnic groups: White and Asian,74
E02007008,Lewisham 040,10,Mixed or Multiple ethnic groups: White and Black African,72
E02007008,Lewisham 040,11,Mixed or Multiple ethnic groups: White and Black Caribbean,140
E02007008,Lewisham 040,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,139
E02007008,Lewisham 040,13,"White: English, Welsh, Scottish, Northern Irish or British",1364
E02007008,Lewisham 040,14,White: Irish,98
E02007008,Lewisham 040,15,White: Gypsy or Irish Traveller,0
E02007008,Lewisham 040,16,White: Roma,50
E02007008,Lewisham 040,17,White: Other White,1155
E02007008,Lewisham 040,18,Other ethnic group: Arab,58
E02007008,Lewisham 040,19,Other ethnic group: Any other ethnic group,297
E02007009,Lewisham 041,-8,Does not apply,0
E02007009,Lewisham 041,1,"Asian, Asian British or Asian Welsh: Bangladeshi",67
E02007009,Lewisham 041,2,"Asian, Asian British or Asian Welsh: Chinese",468
